0b823ca7c720cd1a07f48a43189453facbc8e433	feat: bootstrap the Ariadne coding-agent orchestrator
e60c70844292d90ec19b6501c079b2fde8646d88	fix(core): allow a ready task back to pending when its dependencies change
fb4ed8fdc869b58fb63e736521d140ed067bf2ae	fix(store): validate and audit every status change inside the write transaction
713e981d8cf3f1aefaedaacd3e5802ae2e109925	fix(store): open the read pool read-only
ef70c03b8c69ce33d008b1e763eac4b103405971	refactor(cli): build agent events from the shared IngestEventRequest
cee3d6ea6a2e94df5e9a5c8b1aa3b672871a65ca	refactor(cli): build MCP request bodies from the shared API types
1dcd441ebc0164fee453f616b6d825e883b1046c	refactor(cli): build query strings and parse --status through shared types
a79ae052d1cd5883698cd9c5de06417666c7cfaf	feat(cli): session ls shows live sessions by default, --all for history
10a5956ded7f70ef663eaf82a18a87a428bdf5e1	feat(cli): attach revives an ended session instead of failing
e534aaec72b4b2c46650fdda6203cef2d25fcdb4	feat(daemon): keep merged worktrees by default, behind delete_merged_worktrees
bcb2b8ab61737bd49676bcc9b5a8d148bc3a0178	style(store): cargo fmt the dependency-downgrade test
58f25b7b3fcd26e890d5d089d965e73833265a8e	feat: install and uninstall scripts, and shell completions
9c39dd2be0d09f8a723ce28b0549bfbc5d281451	fix(scripts): register the zsh completion even when compinit already ran
186fda6907276c6ac7ae3d645c33a9ef4c2eb9b8	feat(cli): complete live ids, profiles, roles and statuses from the daemon
a1d1fa53acd5f4a50bc8e48a3007e67e9608d36c	feat(cli): profile update can change the agent kind and clear the model
c168eaecf647d2e46612e937d406779e59a018cf	feat(daemon): profile update and delete accept a name or an id
29ecb4a8607456de7f0f98a868e090ba341cad86	feat(cli): complete agent kinds and models on TAB
019144cdccb646fabd87a1aedcc5a978cfe84639	feat(cli): discover codex models from session rollouts
2efef8f31196e0e18e784c96921106bf25237c99	feat(cli): discover claude models from session transcripts
6caa327e8ed7cb366da2c7d838bb94ee0d3b7708	refactor(cli): complete codex and claude models from curated catalogs
e1cdbfaf86cd0726662e8f19fa9c1da221496aad	fix(daemon): spawn agents under the bare PATH of launchd and systemd
019a91be7d8081a8f17b9633a7a7748a742f9e1b	feat(daemon): typed domain event bus, SSE stream endpoint and CORS
6511b088f61e817c19b8959cb8193555b546eaa0	test(daemon): cover the event bus, the SSE stream and CORS
518764c3539a47716bf797300c54ca5060868227	docs: document the domain-event stream
e72ea66117f8c0e6b466f8283b3df8ab397fc656	fix(daemon): signal resync and close the SSE stream when a subscriber lags
b026414b60b6166faa8d2af2b4241cc49f73371a	feat(daemon): stream session logs over SSE
33a61055a0842546431c86e858b9bfc41a1ee061	test(daemon): cover the log stream against a live tmux session
bd8aa3a36f63ba129499c8eb37c55ad349271952	fix(daemon): correct the log stream's session lifecycle edge cases
ae553d586e16ac2a9bf7affe3f77fd82c0a2cdfe	feat(ui): Tauri 2 desktop shell with a typed API client and SSE wiring
50524a90e6b35c1b1462c797c50391c93a980f89	feat(ui): notice a dead daemon on the event stream
340466b1b840c449df23db3ff65ca5f10d0df961	docs: point at the desktop UI in the workspace layout
7254f79010d4f0df373880579b4313c1594c1b98	fix(ui): keep the health watchdog from interrupting the first connect
6692522c4db4bbf4339b2887ba54513c78c00fa2	fix(ui): treat any stream open after a gap as a reconnect
eb7bffdb20d82442be6082f815bb3f4f73f12a8f	feat(ui): shared task status vocabulary, queries and formatting
6054b41091a7950980ad49f914e1d5b8f8dd17e8	feat(ui): the board of a goal's tasks, and the flat task list
6de85f3ad4988a210f8e888963ac526b9107aeec	feat(ui): task detail with conversation, reviews, history and diff
0df2dd9dd817bad3737a4ad6efe3fadc91a14747	fix(ui): pin task date formatting to the English locale
76f38fa80cc838686e9397a1f70d4b9447607c54	feat(ui): profiles screen with create, edit, inspect and delete
46523af57e21f6d06b40a93aa3ff4ce3339c9917	fix(ui): render an added file as added, not as a diff against nothing
8bafeb3989af06b147f59f9df18aece8fdba1433	feat(ui): sessions list and live terminal view
8d73751e27814a65f9f591f616e7bee3adfcc82f	fix(ui): say what resume actually did
210970e6794838efffacaf4c6b1cdbc658812726	fix(ui): reset the terminal inside the stream so a reconnect clears it
d66e6f6e3998a54a7619bd03f4e6a84dd47ffa67	feat(ui): goals list, goal creation and the planner thread
a0f6793de174e5f8dc354f6feeea2595a7a2c8a4	fix(ui): show labels in the goal selects and keep the list rows compact
383ac2454c4a7057530069c4fdb0d0675b8625b5	fix(daemon): diff a merged task through its merge commit
81d42c8628b25f41e80f79e8e8079e98108b272c	fix(ui): reset the query cache only when the daemon URL changes
b21f58f83f9e1c8c03b0444f08a0c70862993cdc	feat(ui): swimlane goals board with side panels for goals and tasks
8a8f5bb42db51c3514314e16c3716ffd3423ce79	chore: ignore IDE module files
1d3e8d5ffece418e4913ff213076fd342cecb364	feat(ui): make the task conversation read-only
0a84dd5c29302b34683761baf5a8e84b5ebb45a6	refactor(ui): extract embeddable session list and detail views
ead6287de420adf94f7416d2dcbd9d202bdbb11e	test(ui): cover the panel params taskPanelTo carries and drops
ed322b30fcb77a4f8873c16cd2cb598c764854eb	feat(ui): add a Sessions tab to the task panel
7c889e4082834edf64c3d3d2bde8659a2fa1a39e	feat(ui): tab the goal panel and add its sessions tab
da2f3bac11698462eb372fc126908cfa34a6ee9f	fix(ui): keep the goal's sessions tab to that goal's own sessions
6772106032d6fb7a7a335c23447eae552fdd6b6b	refactor(ui): drop the standalone Sessions section
c3d1dee894fe3e754ebebd43733c00b4ea9391cd	feat(ui): open a selected session over the whole task panel
91748533038b2c326d3f528eebf196ccd36855d1	feat(ui): open a selected session over the whole goal panel
08f772dd14523d2db49536de0fc8e27aaea287fc	feat(daemon): accept terminal input on POST /v1/sessions/{id}/input
d0b03347d8b1bfe31288eac887c659bf27c61dbe	chore(ui): regenerate the OpenAPI snapshot and its types
df3ef41de571682c410d95486df4c28600c1fbe0	feat(ui): type into the terminal of a live session
1b5b5962501d579d780319a5bc9f3d2fa8b0a43c	fix(ui): drop queued terminal input when a send fails
6fb681537adf3b8e589e935b907ce65b41f68821	feat(cli): attach accepts a session id
